ID1,ID2,lon1,lat1,lon2,lat2,distance,duration
3,718,114.3431226,22.69426261,114.3470573,22.69698262,757米,11
3,719,114.3440958,22.69426052,114.3470573,22.69698262,693米,10
3,720,114.345069,22.69425843,114.3470573,22.69698262,689米,10
3,721,114.3460422,22.69425633,114.3470573,22.69698262,648米,9
3,722,114.3470154,22.69425422,114.3470573,22.69698262,660米,9
3,723,114.3479886,22.69425211,114.3470573,22.69698262,698米,10
3,724,114.3489618,22.69424999,114.3470573,22.69698262,806米,11
3,725,114.349935,22.69424786,114.3470573,22.69698262,1.1公里,15
3,733,114.339232,22.69517391,114.3470573,22.69698262,983米,14
3,734,114.3402052,22.69517185,114.3470573,22.69698262,886米,13
3,735,114.3411784,22.69516978,114.3470573,22.69698262,685米,10
3,736,114.3421516,22.6951677,114.3470573,22.69698262,610米,9
3,737,114.3431248,22.69516561,114.3470573,22.69698262,503米,7
3,738,114.344098,22.69516352,114.3470573,22.69698262,532米,8
3,739,114.3450712,22.69516143,114.3470573,22.69698262,429米,6
3,740,114.3460444,22.69515933,114.3470573,22.69698262,477米,7
3,741,114.3470176,22.69515722,114.3470573,22.69698262,426米,6
3,742,114.3479909,22.69515511,114.3470573,22.69698262,868米,12
3,743,114.3489641,22.69515299,114.3470573,22.69698262,740米,11
3,752,114.3392342,22.69607691,114.3470573,22.69698262,978米,14
3,753,114.3402074,22.69607485,114.3470573,22.69698262,878米,12
3,754,114.3411806,22.69607278,114.3470573,22.69698262,759米,11
3,755,114.3421539,22.6960707,114.3470573,22.69698262,811米,12
3,756,114.3431271,22.69606862,114.3470573,22.69698262,710米,10
3,757,114.3441003,22.69606653,114.3470573,22.69698262,373米,5
3,758,114.3450735,22.69606443,114.3470573,22.69698262,332米,5
3,759,114.3460467,22.69606233,114.3470573,22.69698262,513米,7
3,760,114.3470199,22.69606022,114.3470573,22.69698262,450米,6
3,761,114.3479931,22.69605811,114.3470573,22.69698262,330米,5
3,762,114.3489663,22.69605599,114.3470573,22.69698262,677米,10
3,763,114.3499396,22.69605386,114.3470573,22.69698262,956米,14
3,772,114.3402097,22.69697785,114.3470573,22.69698262,856米,12
3,773,114.3411829,22.69697578,114.3470573,22.69698262,755米,11
3,774,114.3421561,22.6969737,114.3470573,22.69698262,671米,10
3,775,114.3431293,22.69697162,114.3470573,22.69698262,651米,9
3,776,114.3441025,22.69696953,114.3470573,22.69698262,514米,7
3,777,114.3450758,22.69696743,114.3470573,22.69698262,237米,3
3,778,114.346049,22.69696533,114.3470573,22.69698262,150米,2
3,779,114.3470222,22.69696322,114.3470573,22.69698262,1米,0
3,780,114.3479954,22.69696111,114.3470573,22.69698262,246米,3
3,781,114.3489686,22.69695899,114.3470573,22.69698262,501米,7
3,782,114.3499419,22.69695687,114.3470573,22.69698262,855米,12
3,783,114.3509151,22.69695473,114.3470573,22.69698262,933米,13
3,784,114.3518883,22.6969526,114.3470573,22.69698262,1.0公里,14
3,791,114.3392387,22.69788292,114.3470573,22.69698262,1.1公里,15
3,792,114.3402119,22.69788085,114.3470573,22.69698262,957米,14
3,793,114.3411851,22.69787878,114.3470573,22.69698262,841米,12
3,794,114.3421583,22.6978767,114.3470573,22.69698262,694米,10
3,795,114.3431316,22.69787462,114.3470573,22.69698262,591米,8
3,796,114.3441048,22.69787253,114.3470573,22.69698262,480米,7
3,797,114.345078,22.69787043,114.3470573,22.69698262,449米,6
3,798,114.3460512,22.69786833,114.3470573,22.69698262,179米,3
3,799,114.3470245,22.69786622,114.3470573,22.69698262,132米,2
3,800,114.3479977,22.69786411,114.3470573,22.69698262,208米,3
3,801,114.3489709,22.69786199,114.3470573,22.69698262,662米,9
3,802,114.3499441,22.69785987,114.3470573,22.69698262,780米,11
3,803,114.3509174,22.69785774,114.3470573,22.69698262,928米,13
3,804,114.3518906,22.6978556,114.3470573,22.69698262,1.1公里,15
3,811,114.3402141,22.69878385,114.3470573,22.69698262,1.0公里,14
3,812,114.3411874,22.69878178,114.3470573,22.69698262,926米,13
3,813,114.3421606,22.6987797,114.3470573,22.69698262,904米,13
3,814,114.3431338,22.69877762,114.3470573,22.69698262,683米,10
3,815,114.3441071,22.69877553,114.3470573,22.69698262,567米,8
3,816,114.3450803,22.69877343,114.3470573,22.69698262,721米,10
3,817,114.3460535,22.69877133,114.3470573,22.69698262,305米,4
3,818,114.3470267,22.69876923,114.3470573,22.69698262,206米,3
3,819,114.348,22.69876711,114.3470573,22.69698262,533米,8
3,820,114.3489732,22.69876499,114.3470573,22.69698262,613米,9
3,821,114.3499464,22.69876287,114.3470573,22.69698262,890米,13
3,822,114.3509197,22.69876074,114.3470573,22.69698262,1.0公里,14
3,831,114.3411896,22.69968478,114.3470573,22.69698262,1.1公里,15
3,832,114.3421628,22.69968271,114.3470573,22.69698262,946米,13
3,833,114.3431361,22.69968062,114.3470573,22.69698262,798米,11
3,834,114.3441093,22.69967853,114.3470573,22.69698262,668米,10
3,835,114.3450825,22.69967644,114.3470573,22.69698262,647米,9
3,836,114.3460558,22.69967433,114.3470573,22.69698262,400米,6
3,837,114.347029,22.69967223,114.3470573,22.69698262,375米,5
3,838,114.3480023,22.69967011,114.3470573,22.69698262,600米,9
3,839,114.3489755,22.69966799,114.3470573,22.69698262,684米,10
3,841,114.350922,22.69966374,114.3470573,22.69698262,1.0公里,15
3,851,114.3421651,22.70058571,114.3470573,22.69698262,949米,13
3,852,114.3431383,22.70058362,114.3470573,22.69698262,912米,13
3,853,114.3441116,22.70058153,114.3470573,22.69698262,768米,11
3,854,114.3450848,22.70057944,114.3470573,22.69698262,567米,8
3,855,114.3460581,22.70057733,114.3470573,22.69698262,537米,8
